ID,Loại,"Mã sản phẩm",Tên,"Đã đăng","Nhãn nổi bật?","Hiển thị trong danh mục","Mô tả ngắn","Mô tả","Ngày bắt đầu giảm giá","Ngày kết thúc giảm giá","Trạng thái thuế","Lớp thuế","Còn hàng?",Kho,"Low stock amount","Cho phép đặt trước?","Bán riêng?","Cân nặng (kg)","Độ dài (cm)","Độ rộng (cm)","Chiều cao (cm)","Cho phép đánh giá của khách hàng?","Ghi chú thanh toán","Giá khuyến mãi","Giá bán thường","Danh mục","Từ khóa","Lớp giao hàng","Hình ảnh","Giới hạn tải xuống","Ngày hết hạn tải về",Gốc,"Các sản phẩm theo nhóm",Upsells,"Bán chéo","URL ngoài","Nội dung nút bấm","Vị trí","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_content_score","Meta: views","Meta: _oembed_8839f14990715665af6410e80a29ea81","Meta: video_sp","Meta: _video_sp","Tên thuộc tính 1","Giá trị thuộc tính 1","Thuộc tính hiển thị 1","Thuộc tính toàn cục 1","Tên tập tin tải về 1","URL tập tin tải về 1","Meta: 360_do_0_color","Meta: _360_do_0_color","Meta: 360_do_0_title","Meta: _360_do_0_title","Meta: _360_do_0_list_image","Meta: 360_do_1_color","Meta: _360_do_1_color","Meta: 360_do_1_title","Meta: _360_do_1_title","Meta: _360_do_1_list_image","Meta: 360_do","Meta: _360_do","Meta: _wcj_wholesale_price_per_product_enabled","Meta: _wcj_wholesale_price_discount_type","Meta: _wcj_wholesale_price_levels_number","Meta: _wcj_wholesale_price_level_min_qty_1","Meta: _wcj_wholesale_price_level_discount_1"
42,simple,,"iPhone X 64GB",1,1,visible,"Trả góp 0% + Trợ giá 8,000,000đ khi mua kèm gói VNM-FPT888 Xem chi tiết
\nSamsung Galaxy Note 8 mang đến cho bạn một trải nghiệm hình ảnh lớn hơn và giao tiếp theo một cách hoàn toàn mới. Đó chính là thiết kế màn hình vô cực không viền, cong tràn hai cạnh, được bao phủ hoàn toàn bằng kính. Kích thước màn hình đạt 6.3 inches, độ phân giải WQHD (1440 x 2960 pixels) là màn hình có kích thước lớn nhất từng có trên các dòng Galaxy Note. Bên cạnh đó, thiết kế đường cong cân đối tỷ lệ 18.5:9, cho phép bạn xem những hình ảnh sống động như thực nhưng điện thoại vẫn sẽ vừa vặn trong tay bạn. Không những thế, màn hình lớn của Galaxy Note 8 vô cùng tiện lợi khi giúp bạn mở 2 ứng dụng cùng 1 lúc trong 1 lần chạm hay tối ưu hóa các thư mục một cách tốt nhất.
\n
\n<img class=""aligncenter"" title=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/o/k/ok-4.u2769.d20170912.t091143.309626.jpg"" alt=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" width=""1250"" height=""292"" />
\n<h5>Hệ thống camera kép với công nghệ chống rung quang học</h5>
\nĐiểm nhấn đáng chú ý nhất trên chiếc điện thoại này chính là bộ đôi camera trang bị ở mặt lưng với độ phân giải 12MP. Cả hai ống kính sở hữu công nghệ chống rung quang học (OIS) cho những bức ảnh rõ nét ngay cả khi chuyển động. Đặc biệt, ống kính tele với khả năng zoom quang học 2x, cho phép chụp ảnh rõ nét kể cả khi phóng to. Ống kính rộng của Galaxy Note 8 với điểm ảnh lớn 1.4µm và ống kính sáng khẩu độ f/1.7 giúp thu nhiều ánh sáng hơn, đồng thời cho khả năng lấy nét nhanh và chính xác nhờ cảm biến Dual Pixels. Bên cạnh đó, 2 camera sau còn có chức năng xóa phông tùy chọn và chụp nhanh ngoài khung hình, cho bạn trải nghiệm những bức ảnh hoàn hảo nhất.
\n
\n<img class=""aligncenter"" title=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/o/k/ok-2.u2769.d20170912.t091142.993032.jpg"" alt=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" width=""1184"" height=""287"" />
\n
\nCamera trước của Galaxy Note 8 được trang bị độ phân giải 8MP, ống kính sáng khẩu độ f/1.7, lấy nét tự động thông minh để bạn tha hồ chụp ảnh, bắt trọn mọi khoảnh khắc trong cuộc sống. Chiếc điện thoại được thiết kế với 4 màu đẹp mắt và sang trọng cho bạn lựa chọn theo sở thích.
\n
\n<img class=""aligncenter"" title=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/o/k/ok-3.u2769.d20170912.t091143.283365.jpg"" alt=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" width=""1200"" height=""592"" />
\n<h5>Cấu hình mạnh mẽ</h5>
\nSamsung Galaxy Note 8 được trang bị vi xử lí Exynos 8895 8 nhân 64-bit cùng 6GB RAM mạnh mẽ, hệ điều hành Android 7.1 phiên bản mới nhất giúp vận hành mọi tác vụ liên tục và siêu tốc. Máy có bộ nhớ trong lên đến 64GB (có khe hỗ trợ thẻ nhớ ngoài, hỗ trợ tối đa 256GB) cho bạn tha hồ lưu trữ thông tin, hình ảnh, nhạc, phim,…
\n
\n<img class=""aligncenter"" title=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/o/k/ok-1.u2769.d20170912.t091142.952683.jpg"" alt=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" width=""1100"" height=""292"" />
\n<h5>Giao tiếp S Pen theo phong cách mới</h5>
\nCũng giống như các dòng Galaxy Note trước, Samsung vẫn trang bị bút S Pen cho Note 8 giúp người dùng thao tác thuận tiện, nâng cao năng suất làm việc.Không chỉ vậy, bút S Pen của Note 8 đặc biệt khi bạn có thể ghi chú nhanh mà không cần phải mở khoá điện thoại. Khi đã note xong, bạn chỉ cần ghim vào màn hình luôn hiển thị là có thể xem lại bất cứ lúc nào.
\n
\n<img class=""aligncenter"" title=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/n/untitled-16.u4939.d20170825.t155853.483387.jpg"" alt=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" width=""1000"" height=""644"" />
\n<h5>Khả năng chống nước, chống bụi đạt chuẩn</h5>
\nGalaxy Note 8 cũng được trang bị khả năng chống nước, chống bụi đạt chuẩn IP68. Độ chịu nước của thiết bị được đánh giá dựa trên bài kiểm tra ngâm nước, được thực hiện ở độ sâu 1.5 mét trong suốt 30 phút. Nhờ khả năng kháng nước và kháng bụi của Galaxy Note 8, bạn có thể liên tục sử dụng máy ngay cả khi trời mưa.
\n
\nBên cạnh đó, máy còn được trang bị tính năng quét mống mắt, khuôn mặt hay mã vân tay chỉ với 1 lần chạm giúp mở khóa cực nhanh. Và dưới sự bảo vệ của Samsung Knox, mọi dữ liệu bảo mật sinh trắc học của bạn, cùng tất cả những dữ liệu có trên điện thoại của bạn sẽ được an toàn tuyệt đối.
\n<h5>Trải nghiệm các tính năng không giới hạn</h5>
\nGalaxy Note 8 đi cùng tai nghe được chế tác bởi AKG, tích hợp với 11 loa woofers (siêu trầm) và 8 loa tweeters (siêu bổng) cho bạn trải nghiệm chất lượng ậm thanh tuyệt đỉnh. Dung lượng pin đạt 3300mAh cho phép bạn mang đến bạn thời gian hoạt động ổn định, phục vụ cho nhu cầu giải trí, làm việc trong thời gian dài. Bên cạnh đó, bạn còn có thể trải nghiệm chức năng sạc không dây vô cùng tiện lợi.
\n
\n<img class=""aligncenter"" title=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/n/untitled-14.u4939.d20170825.t155853.456869.jpg"" alt=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" width=""1000"" height=""606"" />",,,taxable,,1,,,0,0,,,,,1,,19000000,19800000,"Điện thoại > Samsung","samsung, samsung note8",,"http://shop.thietkeweb43.com/wp-content/uploads/2018/02/s8.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/s8.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/s8s.jpg",,,,,,,,,0,28,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,simple,,"Điện Thoại HTC U11",1,1,visible,"Điện thoại HTC U11 (128GB) - Hàng Chính Hãng được thiết kế ấn tượng với bề mặt chất lỏng 3D phản chiếu ánh sáng nhờ phủ một lớp khoáng chất quý có độ khúc xạ cao. Chiếc điện thoại có khả năng biến đổi trạng thái ảo diệu trên nền sắc xanh, đen, bạc mỗi khi bạn thay đổi góc nhìn.","<strong>Điện thoại HTC U11 (128GB) - Hàng Chính Hãng </strong>được thiết kế ấn tượng với bề mặt chất lỏng 3D phản chiếu ánh sáng nhờ phủ một lớp khoáng chất quý có độ khúc xạ cao. Chiếc điện thoại có khả năng biến đổi trạng thái ảo diệu trên nền sắc xanh, đen, bạc mỗi khi bạn thay đổi góc nhìn.
\n
\n<img class=""aligncenter"" title=""HTC U11 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/1/u11.u3059.d20170602.t122459.815295.jpg"" alt=""HTC U11 - Hàng Chính Hãng"" width=""850"" height=""567"" />
\n
\nChất liệu mặt lưng còn có khả năng chống trầy xước tối ưu kết hợp công nghệ kháng bụi, kháng nước theo chuẩn IP67. Do đó, HTC U11 có thể bị chìm trong nước tới 30 phút ở độ sâu 1m mà không ảnh hưởng đến bộ máy bên trong.
\n
\n<img class=""aligncenter"" title=""HTC U11 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/1/u11s.u3059.d20170602.t122459.915441.jpg"" alt=""HTC U11 - Hàng Chính Hãng"" width=""850"" height=""567"" />
\n<h5>Độ dày cực mỏng và đối xứng</h5>
\nDiện mạo của HTC U11 góp phần làm tăng sự sang trọng, đẳng cấp cho người sở hữu nhờ thiết kế cực mỏng và đối xứng ba chiều. Với hai mặt kính 3D trước và sau, 4 góc bo tròn tinh tế, chiếc điện thoại  không chỉ đẹp mà còn an toàn và thoải mái khi cầm nắm.
\n
\n<img class=""aligncenter"" title=""HTC U11 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/1/u11ss.u3059.d20170602.t122459.941488.jpg"" alt=""HTC U11 - Hàng Chính Hãng"" width=""850"" height=""567"" />
\n
\n<img class=""aligncenter"" title=""HTC U11 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/1/u11sssss2.u3059.d20170602.t122500.21459.jpg"" alt=""HTC U11 - Hàng Chính Hãng"" width=""850"" height=""567"" />
\n<h5>Màn hình 5.5 inch cho trải nghiệm chân thực</h5>
\nHTC U11 được trang bị màn hình kính 3D 5.5” cùng độ phân giải QHD nhằm mang đến cho người dùng những trải nghiệm chân thực và sống động nhất của hình ảnh. Nhờ vậy, bạn có thể thoải mái xem phim HD ở mọi nơi, hoặc giải quyết công việc ngay trên chiếc smartphone của mình.
\n<h5>Thao tác dễ dàng với phương thức Edge Sense hoàn toàn mới</h5>
\nHTC mang đến cho bạn sự tiện lợi hơn bao giờ hết với phương thức Edge Sense vô cùng nhanh chóng và đơn giản. Chỉ cần bóp nhẹ cạnh viền, bạn có thể truy nhập nhiều tính năng và ứng dụng khác nhau. Bạn có thể ngay lập tức lướt facebook, mở tin nhắn, selfie mà không cần phải khởi chạy ứng dụng và loay hoay với nhiều thao tác.
\n
\n<img class=""aligncenter"" title=""HTC U11 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/1/u11sssss.u3059.d20170602.t122459.995391.jpg"" alt=""HTC U11 - Hàng Chính Hãng"" width=""850"" height=""567"" />
\n<h5>Cấu hình mạnh mẽ, hiệu năng mượt mà</h5>
\nMáy sở hữu RAM lên tới 6GB với chip Qualcomm Snapdragon 835, 64 bit cùng tốc độ 2.45GHz, giúp máy xử lý đa tác vụ và hạn chế tối đa tình trạng treo máy. Bộ nhớ trong 128GB và hỗ trợ thẻ nhớ ngoài microSD cho bạn thoả sức lưu trữ mọi ứng dụng mình yêu thích.
\n
\n<img class=""aligncenter"" title=""HTC U11 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/1/u11r.u3059.d20170602.t122459.889632.jpg"" alt=""HTC U11 - Hàng Chính Hãng"" width=""850"" height=""567"" />
\n<h5>Bộ đôi Camera siêu sắc nét</h5>
\nHTC U11 chính hãng sở hữu bộ đôi Camera hoàn hảo với độ phân giải 12MP mặt sau, 16MP mặt trước giúp bạn tự tin lưu giữ những khoảnh khắc cùng bạn bè và người thân yêu của mình. Đặc biệt, khả năng thu sáng cực tốt UltraPixel cho hình ảnh bạn luôn toả sáng dù ngày hay đêm.
\n
\nNgoài ra, tính năng tăng HDR, Panorama, lấy nét nhanh UltraSpeed, quay phim Video 4K giúp bạn lưu lại những thước phim, hình ảnh trong chuyến du lịch của chính mình.
\n
\n<img class=""aligncenter"" title=""HTC U11 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/1/u11sss.u3059.d20170602.t122459.966620.jpg"" alt=""HTC U11 - Hàng Chính Hãng"" width=""850"" height=""567"" />
\n<h5>Trải nghiệm âm nhạc ở bất cứ đâu</h5>
\nSản phẩm tích hợp tính năng khử ồn chủ động, giúp bạn thoải mái nghe nhạc ở bất cứ nơi đâu và không bị phân tâm bởi môi trường bên ngoài. Tính năng này sẽ được điều chỉnh tùy vào mức độ âm thanh của môi trường.
\n
\nĐi cùng chất lượng âm thanh của dòng HTC U11 phải kể đến chiếc tai nghe Usonic có khả năng phân tích cấu tạo tai người đeo bằng công nghệ sóng siêu âm để điều chỉnh cấu hình âm thanh phù hợp.
\n
\n<img class=""aligncenter"" title=""HTC U11 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/1/u11dd.u3059.d20170602.t122459.862940.jpg"" alt=""HTC U11 - Hàng Chính Hãng"" width=""850"" height=""567"" />",,,taxable,,1,,,0,0,,,,,1,,11090000,11590000,"Điện thoại > HTC","HTC, htc u11",,"http://shop.thietkeweb43.com/wp-content/uploads/2018/02/u11.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/htcu11.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/dep.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/htcdep.jpeg",,,,,,,,,0,26,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,simple,,"LG V30 PLUS 99%",1,0,visible,"Bộ sản phẩm: Thân máy, Cáp, Sạc
\nBảo hành 06 tháng tại Di Động Việt
\nDùng thử 07 ngày hoàn toàn Miễn Phí. Bao test 1 đổi 1 lên đến 33 ngày cho sản phẩm lỗi từ NSX.","<strong>Được LG giới thiệu cùng thời điểm với V30, nhưng phải đến đầu tháng 11 thì LG V30 Plus mới chính thức lên kệ. Nếu như V30 được đánh giá là smartphone đáng mua nhất của LG thì V30 Plus chắc hẳn sẽ làm người yêu thích thương hiệu LG được dịp ""nở mày nở mặt"".</strong>
\n
\n<strong>LG V30 Plus</strong> vẫn mang ngôn ngữ thiết kế chung với chiếc V30, hay nói dễ hiểu hơn thì trông chiếc LG V30 Plus và V30 hoàn toàn không có gì khác nhau. Vẫn là thiết kế kim loại nguyên khối kết hợp vớt mặt kính cường lực bóng bẩy ở phía trước.
\n
\nLG đã đạt đỉnh cao trong thiết kế trên chiếc <strong>LG V30 Plus</strong>, khi máy có màn hình lớn lên đến 6 inch tuy nhiên tổng thể của máy lại rất gọn gàng, vừa vặn trong lòng bàn tay và trọng lượng cũng rất nhẹ, chỉ vỏn vẹn 158g. Đây là lợi thế cho người dùng thường sử dụng smartphone bằng một tay trong thời gian dài mà không sợ mỏi tay.
\n
\nHơn nữa cảm giác cầm nắm của LG V30 Plus mang lại cũng rất tốt nhờ bốn góc cạnh được bo tròn nhẹ nhàng cùng với mặt lưng cũng được vát cong hai cạnh khá mạnh tay tương tự một số mẫu flagship trước đây của Samsung.
\n
\nLG đã không quên cập nhật xu hướng màn hình Full View trên những smartphone cao cấp của mình dạo gần đây, không ngoại lệ, LG V30 Plus cũng được trang bị một màn hình Full View với tỉ lệ 18:9. LG V30 Plus sở hữu viền màn hình mỏng đi kèm với mặt kính cường lực cong 2.5D chứ không trùng lặp với thiết kế ""màn hinh vô cực"" đến từ nhà sản xuất Samsung.
\n
\nMặt lưng <strong>LG V30 Plus</strong> được làm bằng chất lượng kính Chrome trông vô cùng bống bẩy. Ngoài ra LG V30 Plus còn nổi bật với cụm camera kép được thiết kế khá khiêm tốn và nằm luôn ra vị trí giữ mặt lưng.
\n
\n<img class=""aligncenter"" src=""https://www.t-mobile.com/content/dam/t-mobile/en-p/cell-phones/lg/lg-v30-plus/LG-V30-Plus-black-1-3x.jpg"" />
\n<h3><strong>Những điểm khác biệt của LG V30 Plus với với LG V30</strong></h3>
\n<strong>LG V30 Plus</strong> được trang bị dung lượng RAM lên đến 6 GB cùng bộ nhớ trong cũng được nâng lên mức 128 GB, trong khi đó người anh em V30 khá thiệt thòi hơn khi chỉ có dung lượng RAM 4 GB và bộ nhớ trong 64 GB. Phần còn lại LG V30 Plus và V30 đều sử dụng con chip Snapdragon 835 đến từ nhà sản xuất Qualcomm đi kèm chip đồ họa (GPU) Adreno 540.
\n
\nLG V30 Plus và V30 đều chỉ sử dụng được một sim và có hỗ trợ thẻ nhớ ngoài lên đến tối đa 256 GB
\n<h3><strong>Những tính năng trên LG V30 Plus</strong></h3>
\nLG V30 Plus sở hữu hết những tính năng mà LG đã trang bị cho V30 như công nghệ âm thanh đến từ hãng B&amp;O với chip âm thanh rời ESS Sabre ES9218P có thể giải mã âm thanh 32-bit/384 kHz mang đến những trải nhiệm âm thanh tuyệt vời trên LG V30 Plus.
\n
\nLG V30 Plus vẫn tiếp tục được LG trang bị cho mình một độ bền đáp ứng được tiêu chuẩn quân đội Mỹ (MIL-STD-810G) cùng với khả năng chống nước tiêu chuẩn IP68, giúp LG V30 Plus hoàn toàn có thể sống sót tốt trong mọi điều kiện dù là khắc nghiệt nhất như môi trường ẩm ướt, nhiệt độ cao, va đập mạnh...
\n
\nĐiểm yếu của LG V30 Plus cũng tương tự như V30 nằm ở viên Pin chỉ 3000 mAh nhưng bù lại máy được trang bị công nghệ sạc nhanh Quick Charge 3.0 của Qualcomm cùng với khả năng tương thích với sạc không dây giúp giảm thiểu thời gian sạc pin của LG V30 Plus đi đáng kể.
\n
\nTổng kết lại, <strong>LG V30 Plus</strong> là smartphone đáng sở hữu hơn cả V30, với dung lượng RAM và ROM cao hơn V30 mang đến khả năng xử lý cũng như không gian lưu trữ vượt trội hơn. Người dùng LG được dịp ""nở mày nở mặt"" bởi chiếc smartphone của hãng mà họ yêu thích, nay cũng đã có cấu hình sánh ngay tầm với chiếc flagship đồng hương Galaxy Note 8.",,,taxable,,1,,,0,0,,,,,1,,,10279000,"Điện thoại","LG, lgv30",,"http://shop.thietkeweb43.com/wp-content/uploads/2018/02/ahihiv30.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/v30.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/v30plus.jpg",,,,,,,,,0,16,60,,{{unknown}},,,,,,,,,,,,,,,,,,,,,,,,,
82,simple,,"Xiaomi Mi 5X (4GB|64GB)",1,0,visible,"Bộ sản phẩm: Thân máy, Hộp, Sạc, Sách hướng dẫn, Cáp, Chọt sim
\nBảo hành 12 tháng tại Di Động Việt
\nMua trả góp thủ tục đơn giản chỉ cần CMND + GPLX","Xiaomi Mi 5X (4GB|64GB) bán ra thị trường phân khúc giá tầm trung chính thức ra mắt người dùng vào ngày 26/7 vừa qua. Xiaomi Mi 5X (4GB|64GB) gây chú ý vì ra mắt cùng với sự kiện trình làng phiên bản hệ điều hành MIUI V9.
\n<h2><img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/xiaomi/xiaomi-mi-5x/mua-xiaomi-mi-5x-4gb-64gb-didongviet.png"" alt="""" /></h2>
\n<h3>Đánh giá thiết kế Xiaomi Mi 5X (4GB|64GB: đẹp, tinh tế có chút giống iPhone 7 Plus</h3>
\n<strong>Xiaomi Mi 5X (4GB|64GB)</strong> mang thiết kế kim loại nguyên khối cao cấp với 4 góc được bo cong mềm mại kết hợp với thân máy khá mỏng, chỉ 7.3 mm nên cho cảm giác cầm nắm khá là thoải mái. Phần nước sơn ở trên cái phiên bản Xiaomi Mi 5X rất mịn.
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/xiaomi/xiaomi-mi-5x/thiet-ke-xiaomi-mi-5x-4gb-64gb-didongviet.png"" alt="""" />
\n
\n<em>Thiết kế Xiaomi Mi 5X (4GB|64GB đẹp, tinh tế</em>
\n
\nMặt trước của máy được thiết kế khá cân đối với viền trên là nơi chứa camera selfie, đèn flash và loa thoại còn viền dưới là nơi đặt 3 phím điều hướng Android.
\n<h3>Đánh giá camera Xiaomi Mi 5X (4GB|64GB): cụm camera kép chuyên nghiệp</h3>
\nXiaomi Mi 5X (4GB|64GB) trang bị cụm camera kép 12MP ở máy ảnh chính, 1 ống kính góc rộng tiêu cự 26mm và một ống kính tele tiêu cư 50mm cho phép chụp ảnh xóa phông như iPhone 7 Plus.
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/xiaomi/xiaomi-mi-5x/camera-xiaomi-mi-5x-4gb-64gb-didongviet.png"" alt="""" />
\n
\n<em>Chất lượng ảnh chụp của Xiaomi Mi 5X có độ chi tiết cao, màu sắc trung thực, góc chụp rộng, khả năng chụp xóa phông rất ấn tượng</em>
\n
\nNhờ cụm camera kép này mà Xiaomi Mi 5X (4GB|64GB) có khả năng chụp được các bức ảnh ở xa hơn và tạo ra các hiệu ứng bokeh chuyên nghiệp khi chụp chân dung.
\n<h3>Đánh giá màn hình Xiaomi Mi 5X (4GB|64GB): kích thước lớn, mật độ điểm ảnh cao</h3>
\nTrang bị màn hình IPS LCD kích thước 5.5 inch với độ phân giải Full-HD trên<strong> Xiaomi Mi 5X (4GB|64GB)</strong>, màn hình này cho mật độ điểm ảnh 403 ppi nên chất lượng hiển thị rất tốt. Nội dung hiển thị sắc nét, có độ chi tiết cao và màu sắc được tái tạo trung thực, tự nhiên chứ không quá nịnh mắt người dùng.
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/xiaomi/xiaomi-mi-5x/man-hinh-xiaomi-mi-5x-4gb-64gb-didongviet.png"" alt="""" />
\n
\n<em>Màn hình Xiaomi Mi 5X (4GB|64GB) lớn, hiển thị chi tiết tốt</em>
\n
\nKích thước màn hình 5.5 inch trên Xiaomi Mi 5X còn cho người dùng không gian hiển thị rộng lớn để giải trí xem phim nhưng cũng không quá to và cồng kềnh trong quá trình sử dụng.
\n<h3>Đánh giá hiệu năng Xiaomi Mi 5X (4GB|64GB): cấu hình mạnh chơi được game nặng</h3>
\nPhiên bản Mi 5X trong bài viết này được hãng điện thoại Xiaomi trang bị vi xử lý tầm Qualcomm Snapdragon 625 có 8 nhân Cortex-A53 tốc độ 2.0 GHz, đi kèm là dung lượng RAM lên đến 4GB, bộ nhớ trong 64GB và có thể mở rộng thẻ nhớ tối đa tới 128GB.
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/xiaomi/xiaomi-mi-5x/cau-hinh-xiaomi-mi-5x-4gb-64gb-didongviet.png"" alt="""" />
\n
\n<em>Hiệu năng Xiaomi Mi 5X (4GB|64GB) mạnh, ổn định</em>
\n
\nThêm vào đó, Xiaomi Mi 5X (4GB|64GB) còn được tối ưu tốt trên bộ giao diện MIUI 9 được tùy biến từ hệ điều hành Android 7.0 Nougat.
\n
\nLý do người dùng chọn mua Xiaomi Mi 5X 4GB|64GB nguyên seal không gì khác ngoài thiết kế đẹp, cấu hình mạnh và camera chất lượng. Mặt khác, Di Động Việt được đông đảo người dùng chọn mặt gởi vàng bởi vì chế độ bảo hành hấp dẫn và thủ tục mua trả góp đơn giản.",,,taxable,,1,,,0,0,,,,,1,,,4979000,"Điện thoại","Xiaomi, Xiaomi Mi 5",,"http://shop.thietkeweb43.com/wp-content/uploads/2018/02/xiaomi-mi-5x-mau-do-didongviet.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/xiaomi-mi-5x-vang-didongviet_1.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/xiaomi-mi-5x-mau-do-didongviet.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/xiaomi-mi-5x-hong-didongviet_1.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/xiaomi-mi-5x-den-didongviet_1.jpg",,,,,,,,,0,16,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,simple,,"Đầm Thun Họa Tiết",1,1,visible,"'+ Đầm Thun Họa Tiết 4119
\n+ Kiểu dáng: dáng body, tay ngắn, in mã code
\n+ Chất liệu: vảy cá","<div>+ <em>Đầm Thun Họa Tiết 4119</em></div>
\n<div>+ Kiểu dáng: dáng body, tay ngắn, in mã code</div>
\n<div>+ Chất liệu: vảy cá</div>
\n<div>+ Màu sắc: đen và trắng</div>
\n<div>+ Size : Freesize Phù hợp cho bạn gái &lt;55kg (tùy chiều cao)
\n
\n<img class=""aligncenter"" src=""http://thoitrangchuyensi.com/uploads/shops/2018_01/dam-thun-hoa-tiet-4119-2.jpg"" alt=""Đầm Thun Họa Tiết 4119,áo dài ,đầm ren giá sỉ,chân váy giá sỉ,đầm ren giá rẻ,đầm dự tiệc giá sỉ,đầm dạ tiệc giá sỉ,cung cấp đầm váy,bỏ sỉ đầm váy,thời trang nữ giá sỉ,thời trang giá sỉ,giá sỉ thời trang,đầm giá sỉ,đầm hotgirl,đầm công sở giá sỉ,đầm 3d giá sỉ,đầm hotgirl giá sỉ,đầm ngọc trinh,đầm đẹp 2015,đầm công sở giá sỉ,đầm cao cấp giá sỉ,shop giá sỉ,bỏ sỉ shop thời trang,đầm maxi giá sỉ,đầm giá rẻ,đầm thiết kế giá sỉ,đầm dạ hội giá sỉ,cung cấp đầm váy giá sỉ,đầm maxi giá sỉ,đầm quảng châu giá sỉ,đầm nhập khẩu giá sỉ,đầm váy quảng châu giá sỉ,đầm jean giá sỉ, đầm jean baby giá sỉ, đầm bé gái giá sỉ, đầm cho bé giá sỉ,nguồn hàng giá sỉ, quần áo giá sỉ, chuyên sỉ quần áo, chuyên sỉ hot girl, quần áo hotgirl giá sỉ, váy yếm giá sỉ, yếm jean giá sỉ,wholesale Cambodia,wholesale fashion,wholesale clothing,clothing fashion,specialized wholesale fashionfashion,specialized wholesale fashion"" />
\n
