ID,Loại,"Mã sản phẩm",Tên,"Đã đăng","Nhãn nổi bật?","Hiển thị trong danh mục","Mô tả ngắn","Mô tả","Ngày bắt đầu giảm giá","Ngày kết thúc giảm giá","Trạng thái thuế","Lớp thuế","Còn hàng?",Kho,"Low stock amount","Cho phép đặt trước?","Bán riêng?","Cân nặng (kg)","Độ dài (cm)","Độ rộng (cm)","Chiều cao (cm)","Cho phép đánh giá của khách hàng?","Ghi chú thanh toán","Giá khuyến mãi","Giá bán thường","Danh mục","Từ khóa","Lớp giao hàng","Hình ảnh","Giới hạn tải xuống","Ngày hết hạn tải về",Gốc,"Các sản phẩm theo nhóm",Upsells,"Bán chéo","URL ngoài","Nội dung nút bấm","Vị trí","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_content_score","Meta: views","Meta: _oembed_8839f14990715665af6410e80a29ea81","Meta: video_sp","Meta: _video_sp","Tên thuộc tính 1","Giá trị thuộc tính 1","Thuộc tính hiển thị 1","Thuộc tính toàn cục 1","Tên tập tin tải về 1","URL tập tin tải về 1","Meta: 360_do_0_color","Meta: _360_do_0_color","Meta: 360_do_0_title","Meta: _360_do_0_title","Meta: _360_do_0_list_image","Meta: 360_do_1_color","Meta: _360_do_1_color","Meta: 360_do_1_title","Meta: _360_do_1_title","Meta: _360_do_1_list_image","Meta: 360_do","Meta: _360_do","Meta: _wcj_wholesale_price_per_product_enabled","Meta: _wcj_wholesale_price_discount_type","Meta: _wcj_wholesale_price_levels_number","Meta: _wcj_wholesale_price_level_min_qty_1","Meta: _wcj_wholesale_price_level_discount_1"
42,simple,,"iPhone X 64GB",1,1,visible,"Trả góp 0% + Trợ giá 8,000,000đ khi mua kèm gói VNM-FPT888 Xem chi tiết
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/87840/iphone-7-plus-256gb4-1.jpg""><img class=""lazy aligncenter"" title=""Màn hình Retina sáng và sắc nét"" src=""https://cdn.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb4-1.jpg"" alt=""Màn hình Retina sáng và sắc nét"" data-original=""https://cdn.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb4-1.jpg"" /></a>
\nMàn hình Retina trên 7 Plus hỗ trợ DCI-P3 gam màu rộng, nghĩa là chúng có khả năng tái tạo màu sắc trong phạm vi của sRGB. Nói đơn giản, chúng có thể hiển thị sống động hơn, sắc thái hình ảnh tốt hơn trước đó. Độ phân giải, mật độ điểm ảnh và kích thước màn hình vẫn giữ nguyên so với iPhone 6s Plus.
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/87840/iphone-7-plus-256gb5-1.jpg""><img class=""lazy aligncenter"" title=""Dàn loa stereo"" src=""https://cdn2.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb5-1.jpg"" alt=""Dàn loa stereo"" data-original=""https://cdn2.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb5-1.jpg"" /></a>
\nLần đầu tiên iPhone xuất hiện tính năng âm thanh Stereo. Phim ảnh, podcast và các cuộc gọi loa ngoài bây giờ âm thanh rõ ràng hơn rất nhiều. Đó là do Apple đã dùng công nghệ thiết lập loa chứ không phải thiết kế 2 loa ngay trên mặt.
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/87840/iphone-7-plus-256gb6-.jpg""><img class=""lazy aligncenter"" title=""Camera kép"" src=""https://cdn4.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb6-.jpg"" alt=""Camera kép"" data-original=""https://cdn4.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb6-.jpg"" /></a>
\n
\niPhone 7 Plus là chiếc iPhone đầu tiên được trang bị camera kép, đem lại khả năng chụp ảnh ở hai tiêu cự khác nhau. Camera thông thường vẫn chụp hình góc rộng, còn camera thứ hai có tiêu cự phù hợp để chụp chân dung, có tính năng chụp chân dung xóa phông (làm mờ hậu cảnh).
\n
\nVới 1 chạm nhanh chóng bạn có thể chuyển đổi giữa chế độ 1x và zoom 2x, hoặc bạn có thể kéo thanh trượt hay dùng 2 ngón tay đến zoom. Apple đã thêm tính năng zoom kỹ thuật số lên đến 10x.
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/87840/iphone-7-plus-256gb8-1.jpg""><img class=""lazy aligncenter"" title=""Mặt lưng bóng bẩy"" src=""https://cdn1.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb8-1.jpg"" alt=""Mặt lưng bóng bẩy"" data-original=""https://cdn1.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb8-1.jpg"" /></a>
\nĐiểm nhấn ấn tượng nhất nằm ở mặt lưng của sản phẩm với hiệu ứng phản chiếu ánh sáng khi thay đổi góc nhìn rất đặc biệt. Hiệu ứng này cũng được áp dụng cho toàn bộ khung máy, từ cạnh trên, cạnh dưới cho đến các nút bấm nên cho cảm giác một thiết bị cực kỳ hoàn thiện, gần như không có bất kỳ một chi tiết thừa nào cả.
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/87840/iphone-7-plus-256gb9.jpg""><img class=""lazy aligncenter"" title=""Cấu hình cực mạnh"" src=""https://cdn3.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb9.jpg"" alt=""Cấu hình cực mạnh"" data-original=""https://cdn3.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb9.jpg"" /></a>
\n
\nNgoài trái tim Apple A10 Fusion 4 nhân với hiệu năng cực kì mạnh mẽ và ấn tượng thì iPhone 7 Plus còn được trang bị hệ điều hành mới nhất IOS 10 với nhiều tính năng bất ngờ, và thú vị. Hiện tại, bạn có thể nâng cấp lên IOS 11 mới nhất như trên iPhone X.
\n
\n“Táo khuyết” cũng không quên nhấn mạnh iPhone 7 Plus sẽ nhanh hơn iPhone đời đầu tới… 140 lần. Những ai mê chơi game trên di động cũng sẽ “phải lòng” iPhone mới khi có chip xử lý đồ họa được nâng tầm đúng chất “máy chơi game”.
\n
\nCamera trước nâng cấp độ phân giải 7MP với khẩu độ mở lớn f/2.2 hỗ trợ chụp trong điều kiện thiếu sáng tuyệt vời với công nghệ Retina Flash, Auto HDR.
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/87840/iphone-7-plus-256gb10.jpg""><img class=""lazy aligncenter"" title=""Camera trước"" src=""https://cdn.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb10.jpg"" alt=""Camera trước"" data-original=""https://cdn.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb10.jpg"" /></a>
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/87840/iphone-7-plus-256gb11.jpg""><img class=""lazy aligncenter"" title=""Chụp thiếu sáng với Retina Flash"" src=""https://cdn2.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb11.jpg"" alt=""Chụp thiếu sáng với Retina Flash"" data-original=""https://cdn2.tgdd.vn/Products/Images/42/87840/iphone-7-plus-256gb11.jpg"" /></a>
\n
\nIPhone 7 Plus theo bản thân đánh giá là một sự  lựa chọn hợp lý trong tầm giá:
\n
\n<strong>Ưu điểm:</strong>
\n<ul>
\n 	<li>Hiệu năng rất cao</li>
\n 	<li>Camera trước sau rất tuyệt vời</li>
\n 	<li>Chống nước</li>
\n 	<li>Thời lượng pin tốt</li>
\n</ul>
\n<strong>Nhược điểm:</strong>
\n<ul>
\n 	<li>Loại bỏ jack 3.5mm</li>
\n 	<li>Không thay đổi thiết kế quá nhiều mặc dù đã 3 năm</li>
\n 	<li>Phím Home cần thời gian để làm quen</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,15999999,"Điện thoại > Iphone","iphone, iphone 7",,"http://shop.thietkeweb43.com/wp-content/uploads/2018/02/7.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/ipho7.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/ip7.jpeg",,,,,,,,,0,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,simple,,"Samsung Galaxy S7",1,0,visible,"Samsung Galaxy S7 Edge SM-G935F 32GB được cam kết trong tình trạng đẹp như mới cùng trải nghiệm ổn định. Sản phẩm là chiếc smartphone đáng để sở hữu với thiết kế đẹp, cấu hình mạnh cùng nhiều tính năng tiện ích, thú vị.","<strong>Với những nâng cấp tuyệt vời mà Samsung mang lại cho người dùng như khả năng chống nước, thiết kế hoàn hảo, Galaxy S7 sẽ khiến bạn không thể rời mắt.</strong>
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s75-3.jpg""><img class=""lazy aligncenter"" title=""Thiết kế hoàn hảo"" src=""https://cdn3.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s75-3.jpg"" alt=""Thiết kế hoàn hảo"" data-original=""https://cdn3.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s75-3.jpg"" /></a>
\n<h3><strong>Khả năng chống nước của Gaxaly S7</strong></h3>
\nGalaxy S7 đạt chuẩn chống nước IP68 giúp bảo vệ máy vẫn an toàn khi vô tình làm đổ nước hay dính nước mưa.
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s72-2.jpg""><img class=""lazy aligncenter"" title=""Đạt chuẩn chống nước IP68"" src=""https://cdn.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s72-2.jpg"" alt=""Đạt chuẩn chống nước IP68"" data-original=""https://cdn.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s72-2.jpg"" /></a>
\n
\nChuẩn IP68 giúp máy có thể ngâm dưới độ sâu 1,5m trong tối đa 30 phút, tuy nhiên bạn không nên thử tính năng này vì nếu có trục trặc dẫn tới vào nước thì máy bạn sẽ không được hưởng chế độ bảo hành.
\n<h3><strong>Thiết kế bo cong mềm mại</strong></h3>
\nGalaxy S7 với các cạnh máy được bo cong một cách mềm mại, giúp máy cầm gọn trong lòng bàn tay và không hề có cảm giác cấn. Các góc cạnh ở mặt trước được mài cong 2.5D tạo cảm giác thoải mái khi thao tác trên màn hình.
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s73-3.jpg""><img class=""lazy aligncenter"" title=""Thiết kế cong mềm mại"" src=""https://cdn2.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s73-3.jpg"" alt=""Thiết kế cong mềm mại"" data-original=""https://cdn2.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s73-3.jpg"" /></a>
\n
\n<i>Mặt lưng và mặt trước làm từ kính Corning Gorilla Glass 4 chống trầy xước tốt</i>
\n<div><a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s76-2.jpg""><img class=""lazy aligncenter"" title=""Cầm tay thoải mái"" src=""https://cdn4.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s76-2.jpg"" alt=""Cầm tay thoải mái"" data-original=""https://cdn4.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s76-2.jpg"" /></a></div>
\n<i>Mặt lưng máy được làm cong 2 bên để tăng sự thoải mái và chắc chắn hơn khi cầm tay</i>
\n<h3><strong>Camera ấn tượng</strong></h3>
\nCamera Galaxy S7 có độ phân giải Dual Pixel 12 MP với 2 đi-ốt quang giúp cho bức ảnh chụp trong điều kiện thiếu sáng rất tốt, chất lượng ảnh được đánh giá rất cao trong mọi điều kiện chụp.
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s74-3.jpg""><img class=""lazy aligncenter"" title=""Camera cực tốt"" src=""https://cdn1.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s74-3.jpg"" alt=""Camera cực tốt"" data-original=""https://cdn1.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s74-3.jpg"" /></a>
\n
\n<i>Công nghệ 2 đi-ốt quang giúp lấy nét cực nhanh và chính xác</i>
\n<div class=""twentytwenty-wrapper twentytwenty-horizontal"">
\n<div id=""imgCpr_1"" class=""imgCprW twentytwenty-container"" data-src1=""https://cdn.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s74-2.jpg"" data-src2=""https://cdn.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s73-2.jpg"">
\n
\n<img class=""twentytwenty-before aligncenter"" src=""https://cdn.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s74-2.jpg"" /><img class=""twentytwenty-after aligncenter"" src=""https://cdn.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s73-2.jpg"" />
\n<div class=""twentytwenty-handle""></div>
\n</div>
\n</div>
\n<i>Khả năng lấy nét cực tốt</i>
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s78.jpg""><img class=""lazy aligncenter"" title=""Hình ảnh rất xuất sắc"" src=""https://cdn3.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s78.jpg"" alt=""Hình ảnh rất xuất sắc"" data-original=""https://cdn3.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s78.jpg"" /></a>
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s79.jpg""><img class=""lazy aligncenter"" title=""Hình ảnh rất xuất sắc"" src=""https://cdn.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s79.jpg"" alt=""Hình ảnh rất xuất sắc"" data-original=""https://cdn.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s79.jpg"" /></a>
\n
\n<i>Hình ảnh rất xuất sắc</i>
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s710.jpg""><img class=""lazy aligncenter"" title=""Camera trước với độ phân giải 5 MP, tính năng nhận diện bàn tay chụp hình thông minh và nhanh nhạy"" src=""https://cdn2.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s710.jpg"" alt=""Camera trước với độ phân giải 5 MP, tính năng nhận diện bàn tay chụp hình thông minh và nhanh nhạy"" data-original=""https://cdn2.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s710.jpg"" /></a>
\n
\n<i>Camera trước với độ phân giải 5 MP, tính năng nhận diện bàn tay chụp hình thông minh và nhanh nhạy</i>
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s7100.gif""><img class=""lazy aligncenter"" title=""Cách hoạt động của nhận diện bàn tay bằng camera trước"" src=""https://cdn4.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s7100.gif"" alt=""Cách hoạt động của nhận diện bàn tay bằng camera trước"" data-original=""https://cdn4.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s7100.gif"" /></a>
\n
\n<i>Cách hoạt động của nhận diện bàn tay bằng camera trước</i>
\n<h3><strong>Cấu hình mạnh mẽ</strong></h3>
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s717.jpg""><img class=""lazy aligncenter"" title=""Vận hành mạnh mẽ"" src=""https://cdn1.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s717.jpg"" alt=""Vận hành mạnh mẽ"" data-original=""https://cdn1.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s717.jpg"" /></a>
\n
\n<i>Máy được trang bị chip Exynos mới nhất 8890, 8 nhân, đặc biệt RAM 4 GB giúp tốc độ xử lý trên máy tuyệt vời, tốc độ CPU nhanh hơn 30%, đặc biệt S7 trang bị chất lỏng tản nhiệt giúp máy không bị nóng trong quá trình sử dụng</i>
\n
\n<a class=""preventdefault"" href=""https://www.thegioididong.com/images/42/74113/samsung-galaxy-s71-3.jpg""><img class=""lazy aligncenter"" title=""Game Laucher"" src=""https://cdn3.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s71-3.jpg"" alt=""Game Laucher"" data-original=""https://cdn3.tgdd.vn/Products/Images/42/74113/samsung-galaxy-s71-3.jpg"" /></a>
\n
\n<i>Tính năng hoàn toàn mới tên Game Laucher cho phép tùy chỉnh tiết kiệm năng lượng hay không làm phiền khi chơi game</i>",,,taxable,,1,,,0,0,,,,,1,,,7279000,"Điện thoại > Samsung","samsung, samsung s7",,"http://shop.thietkeweb43.com/wp-content/uploads/2018/02/s7.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/glaxy.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/s7ss.jpg",,,,,,,,,0,28,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,simple,,"Sony Xperia Z3 Compact S0-02G",1,0,visible,"Sony Xperia Z3 Compact S0-02G Nhật cũ (Like New) ca kết máy zin 100% được xách tay trực tiếp từ thị trường Nhật. Ngoại hình long lanh như mới, chất lượng đảm bảo, đã được kiểm định kỹ lưỡng trước khi đến tay người dùng. Sử dụng hoàn toàn ổn định tại Việt Nam.","Có thể nói <strong>Xperia Compact</strong> là phiên bản thu nhỏ của Xperia Z3. Chọn mua Sony Xperia Z3 Compact là điều phù hợp với nhiều người tiêu dùng trẻ và giá bán cũng hợp lý hơn. Model này có thiết kế và cấu hình bé hơn so với người anh em Z3.
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/SONY/sony-z3-compact/tong-quan-sony-z3-compact-didongviet.jpg"" alt="""" />
\n
\n<em>Sony Z3 Compact phiên bản thu nhỏ nhưng đầy đủ chức năng</em>
\n<h3>Đánh giá thiết kế Sony Xperia Z3 Compact</h3>
\nVì là phiên bản thu nhỏ nên Sony Xperia Z3 Compact có một thiết kế rất chỉnh chu, mang lại vẻ ngoài hoàn thiện tối đa. Về tổng thể model thu nhỏ này giữ nguyên vẹn như dòng sản phẩm cha: vuông vắn, khoẻ và chắc chắn.
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/SONY/sony-z3-compact/thiet-ke-sony-z3-compact-didongviet.jpg"" alt="""" />
\n
\n<em>Thiết kế Sony Xperia Z3 Compact đơn giản nhưng đẹp</em>
\n<h3>Đánh giá màn hình Sony Xperia Z3 Compact</h3>
\nMàn hình 4.6inch được trang bị trên Sony Xperia Z3 Compact với độ phân giải 720x1280px mang đến chất lượng ảnh hiển thị trung thực, sắc nét, góc nhìn mở rộng cho hình ảnh sống động, độ sắc nét cao, khả năng tái tạo màu sắc tốt.
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/SONY/sony-z3-compact/man-hinh-sony-z3-compact-didongviet.jpg"" alt="""" />
\n
\n<em>Màn hình máy có độ hiển thị cao</em>
\n<h3>Đánh giá cấu hình Sony Xperia Z3 Compact</h3>
\nXperia Z3 Compactbản thu nhỏ nhưng mọi thông số cấu hình không hề nhỏ. Máy vẫn được trang bị cấu hình hoạt động mạnh mẽ với chip Snapdragon 801, bộ nhớ RAM 2GB và bộ nhớ trong 16GB.Ngoài ra, có thể mở rộng không gian lưu trữ  bằng thẻ nhớ.
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/SONY/sony-z3-compact/danh-gia-cau-hinh-sony-z3-compact-didongviet.jpg"" alt="""" />
\n
\n<em>Cấu hình mạnh mẽ với chip Snapdragon 801</em>
\n
\nVới thông số cấu hình này Xperia Z3 thu nhỏ có thể xử lý tốt các game nặng một cách hiệu quả nhanh chóng.
\n<h3>Đánh giá camera Sony Xperia Z3 Compact</h3>
\nCamera có khả năng chụp thiếu sang tốt, góc mở rộng hơn mang đến cho người dùng những tấm hình ưng ý nhất, tương đương với máy ảnh chuyên nghiệp. Vẫn là những con số quen thuộc trên Z3, camera chính độ phân giải 20.7, quay video chất lượng 4K.
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/SONY/sony-z3-compact/danh-gia-camera-sony-z3-compact-didongviet.jpg"" alt="""" />
\n
\n<em>Camera Sony Z3 Comepact được đánh giá cao</em>
\n
\nNgoài ra, camera máy còn hỗ trợ các tính năng chụp ảnh khác như chống rung quang học, chụp toàn cảnh, chụp lấy nét, làm mờ nền,…
\n<h3>Đánh giá dung lượng pin Sony Xperia Z3 Compact</h3>
\nVới viên pin đạt dung lượng 2600mAh người dùng có thể yên tâm sử dụng máy trong một ngày dài. Nếu như biết cách sử dụng viên pin có thể tồn tại trong 2 ngày.
\n
\nTuy là bản thu nhỏ nhưng mua Sony Xperia Z3 Compact  là niềm vui của nhiều người vì thiết kế có phần đẹp hơn nhiều. Giá bán Sony Xperia Z3 Compact sẽ nhẹ nhàng và phù hợp với nhiều đối tượng.
\n
\nBạn có thể mua trả góp Xperia Z3 Compact giá rẻ tại Di Động Việt với lãi suất 0% và thủ tục đơn giản.
\n<h3>Một số hình ảnh Sony Z3 Compact tại Di Động Việt</h3>
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/SONY/sony-z3-compact/sony-z3-compact-hinh-anh-1-didongviet.jpg"" alt="""" />
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/SONY/sony-z3-compact/sony-z3-compact-hinh-anh-3-didongviet.jpg"" alt="""" />
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/SONY/sony-z3-compact/sony-z3-compact-hinh-anh-4-didongviet.jpg"" alt="""" />",,,taxable,,1,,,0,0,,,,,1,,,2879000,"Điện thoại > Sony","sony, sony z3",,"http://shop.thietkeweb43.com/wp-content/uploads/2018/02/sony.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/z3.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/sonyz3.jpg",,,,,,,,,0,27,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,simple,,"HTC One M9 Sprint 32GB",1,0,visible,"HTC One M9 Sprint 32GB cũ (Like New) là máy zin với ngoại hình long lanh như mới, không có dấu hiệu trầy xước hay bất cứ hỏng hóc nào. Máy được xách tay trực tiếp từ thị trường Mỹ, chất lượng được kiểm tra kỹ lưỡng, sử dụng hoàn toàn ổn định tại Việt Nam.","<strong>HTC One M9 là smartphone được hãng đặt nhiều kỳ vọng. HTC One M9 Sprint 32GB sở hữu thiết kế sắc sảo, mạnh mẽ, màn hình Full HD, camera độ phân giải cao cực kì ấn tượng.</strong>
\n
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/HTC/htc-one-m9-cu/mua-htc-one-m9-cu-like-new-didongviet.jpg"" alt="""" />
\n<p align=""justify""><em>HTC One M9 gây ấn tượng từ thiết kế, camera tới chất lượng ấm thanh</em></p>
\n
\n<h3 align=""justify"">Đánh giá thiết kế HTC One M9 Sprint 32GB<b></b></h3>
\n<p class=""p"" align=""justify""><strong>HTC One M9 32GB chính hãng</strong> <strong>cũ</strong> vẫn đi theo ngôn ngữ thiết kế kim loại nguyên khối đã tạo nên tên tuổi của dòng HTC One. Máy được thiết kế với hai tông màu tạo hiệu ứng cực kì thú vị, trẻ trung và mới lạ.</p>
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/HTC/htc-one-m9-cu/thiet-ke-htc-one-m9-cu-like-new-didongviet.jpg"" alt="""" />
\n<p class=""p"" align=""justify""><em>Thiết kế sắc sảo và mạnh mẽ</em></p>
\n<p class=""p"" align=""justify""><b>HTC One M9 32GB xách tay</b> được thiết kế nhỏ gọn, các góc bo tròn mềm mại mang lại cho người dùng cảm giác thoải mái, dễ chịu khi cầm, nắm và thao tác, đồng thời cũng dễ bỏ vào túi mà không sợ bị cấn.</p>
\n
\n<h3 align=""justify"">Đánh giá màn hình HTC One M9 Sprint 32GB<b></b></h3>
\n<p align=""justify""><strong>HTC One M9</strong> <b>Sprint 32GB giá rẻ</b> được trang bị màn hình với tấm nền IPS mang lại góc nhìn rộng, cho phép hình ảnh hiển thị rõ ràng hơn. Không gian hiển thị 5 inch, độ phân giải Full HD (1080 x 1920 pixels), mật độ điểm ảnh 441 ppi cho hình ảnh sống động, sắc nét, màu sắc trung thực, tự nhiên.</p>
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/HTC/htc-one-m9-cu/man-hinh-htc-one-m9-cu-like-new-didongviet.jpg"" alt="""" />
\n<p align=""justify""><em>Màn hình ấn tượng, màu sắc trung thực</em></p>
\n
\n<h3 align=""justify"">Đánh giá camera HTC One M9 Sprint 32GB<b></b></h3>
\n<p align=""justify"">One M9 được HTC trang bị camera độ phân giải lên tới 20MP, gần như là lớn nhất trên các smartphone hiện nay. Máy còn được hỗ trợ đèn LED Flash giúp bạn chụp được những bức ảnh đẹp ngay trong điều kiện thiếu sáng. Đây là loại True Tone giúp tông màu rất chân thực và đẹp mắt.</p>
\n<img class=""aligncenter"" src=""https://www.didongviet.vn/pub/media/wysiwyg/Dien-Thoai/HTC/htc-one-m9-cu/camera-htc-one-m9-cu-like-new-didongviet.jpg"" alt="""" />
\n<p align=""justify"">Camera có độ phân giải 4MP, hỗ trợ công nghệ UltraPixels, có khả năng thu sáng gấp 300%, nhờ vậy bạn sẽ có được những bức hình selfie ấn tượng ngay cả trong điều kiện ánh sáng yếu.</p>
\n
\n<h3 align=""justify"">HTC One M9 Sprint 32GB: công nghệ âm thanh ấn tượng<b></b></h3>
\n<p align=""justify"">Chất lượng âm thanh là một trong những điểm thu hút nhất của HTC One M9. Máy sở hữu hai dải loa BoomSound ở mặt trước, trang bị thêm công nghệ xử lý âm thanh Dolby Audio, mang lại chất lượng âm thanh tuyệt vời nhất.</p>
\n<p align=""justify"">Nhìn chung mua HTC One M9 Sprint 32GB là sự lựa chọn hợp lý trong lúc này. Hiện tại giá bán HTC One M9 Sprint 32GB tại Di Động Việt có giá hấp dẫn hơn so với thị trường. Bạn có thể đến cửa hàng để mua trả góp lãi xuất 0%, thủ tục đơn giản.</p>",,,taxable,,1,,,0,0,,,,,1,,,3379000,"Điện thoại > HTC","HTC, HTC one 9",,"http://shop.thietkeweb43.com/wp-content/uploads/2018/02/one.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/one9.jpg, http://shop.thietkeweb43.com/wp-content/uploads/2018/02/huy.jpg",,,,,,,,,0,26,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,
68,simple,,"Samsung Galaxy Note 8",1,1,visible,"Chính hãng, Nguyên seal, Mới 100%, Chưa Active
\nMiễn phí giao hàng toàn quốc
\nThiết kế: Nguyên khối, màn hình vô cực không viền","<strong>Điện Thoại Samsung Galaxy Note 8 </strong>được thiết kế nguyên khối với đường cong hoàn hảo đem lại sự thoải mái khi cầm nắm và tạo nhiều không gian hơn để sử dụng S Pen. Cảm biến vân tay được chuyển ra mặt sau điện thoại, nút Home đặt ẩn bên dưới màn hình vô cực chỉ hiển thị khi bạn cần, mang lại cho người dùng trải nghiệm mượt mà nhất.
\n
\n<img class=""aligncenter"" title=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" src=""https://tikicdn.com/media/catalog/product/u/n/untitled-1.u4939.d20170825.t155853.367073.jpg"" alt=""Điện Thoại Samsung Galaxy Note 8 - Hàng Chính Hãng"" width=""1000"" height=""555"" />
\n<h5>Màn hình vô cực độc đáo</h5>
